FALSE,Year Makes: 96 Models: 675,Nickname,Ordinal,Year,Makes: 96,Models: 675,Access Type,DLC Pack,Special Reward/Gift,Direct Access,Rarity,FE Boost,Featured Sale Deadline,Car Value,Car Division,Spec,PI,Class,S,B,H,A,L,O,HP,T,Wt,Wt / HP,%,Displ cc,Aspiration,Engine,Cylinders,Eng,Drive,F Tire/RRim,R Tire/RRim,Track Width,Aero or kit Options,Engine Conversions (hp),Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,MM VIN,FM Debut,FH5 Debut,Forza Debut,Latest game,New to Forza,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,# Titles,Xbox gen,
FALSE,1949 Hot Wheels Ford F-5 Dually Custom Hot Rod,HW Dually '49,,1949,Hot Wheels,Ford F-5 Dually Custom Hot Rod,"WS, Seasonal",Series 9 cu,HW Mission,,Legendary,,,"250,000",Rods and Customs,Tuner,630,B,4.6,3.9,5.2,5.1,5.4,5.3,400,687,4660,11.65,52,7275,T,V,8,F,RWD,,475,no,none,"475d, 800, 850",none,eng,N. America,U.S.,,,2,L,4,,,5.090,15.043,,129.3,134.1,334.7,0.96,0.96,9.953,13169,,23-Jun-22,22-Feb-21,FH5,FH4,,cu,DLC,,,,,,,,,,,2,XBO,0
FALSE,1967 Honda RA300,Honda RA300,2265,1967,Honda,RA300,Buy Cars Base,,,,,,,"283,000",Formula 60s,Race,747,S,4.9,4.3,4.1,7.2,,,420,221,1301,3.10,36,3000,NA,V,12,M,RWD,185,245,,,none,none,stock,Asia,Japan,,Yes,2,C,4,,,2.600,5.200,9.783,184.9,98.0,258.5,1.28,1.24,2.600,12400,05-Oct-23,,05-Oct-15,FM,FM6,FM,,,FM7,,DLC,,,,,,,,3,XBO,1
FALSE,2014 HSV GEN-F GTS,Holden GEN-F '14,2131,2014,HSV,GEN-F GTS,Buy Cars Base,,,,Rare,,,"98,000",Modern Sport Touring,Factory,560,B,5.7,2.7,2.5,4.0,,,577,545,4147,7.19,53,6162,PDS,V,8,F,RWD,,275,no,Forza,"565, 640, 788, 825",none,eng,Asia,Australia,Holden Commodore,,4,R,4,,,4.326,9.660,12.530,188.3,127.6,314.8,0.93,0.94,5.334,12588,05-Oct-23,05-Nov-21,23-Sep-16,FM,FH3,FM,FH5,FH4,FM7,FH3,,,,,,,,,5,XBO,1
FALSE,2014 HSV Limited Edition Gen-F GTS Maloo,HSV Maloo,2422,2014,HSV,Limited Edition Gen-F GTS Maloo,Buy Cars Base,FM Update 15,,,Common,,,"100,000",Modern Sport Touring,Factory,568,B,4.7,2.8,2.5,3.8,4.6,4.4,577,545,4034,6.99,55,6162,PDS,V,8,F,RWD,255/R20,275/R20,no,Roo bars,"565, 640, 788, 825",none,eng,Europe,Australia,,,2,R,4,,,4.100,9.000,12.617,180.1,125.3,304.0,0.95,0.97,4.900,12589,01-Jan-24,05-Nov-21,23-Sep-16,FM,FH3,S,FH5,FH4,FM7,FH3,,,,,,,,,5,XBO,1
FALSE,2011 HSV GTS,HSV GTS,1396,2011,HSV,GTS,Reward,FM Update 15,"Open Tour, Challenge Hub",,Rare,,,"85,000",Modern Sport Touring,Factory,503,B,4.7,2.5,2.4,3.3,7.6,,436,405,3918,8.99,53,6162,NA,V,8,F,RWD,245/R20,275/R20,Both,Forza,"565,640, 788, 825","TT, PDS, CS",stock,Europe,Australia,,,4,R,4,,,4.800,11.181,12.667,176.5,109.5,280.9,1.10,1.07,6.381,11863,01-Jan-24,,07-Feb-12,FM,FM4,R,,cu,FM7,,FM6,,FM5,,DLC,,,,6,XBO,1
FALSE,1952 Hudson Hornet,Hudson Hornet,,1952,Hudson,Hornet,Exclusive,,,,Rare,,,"66,000",Rods and Customs,Factory,305,D,5.0,4.3,4.2,4.8,6.5,,160,260,3550,22.19,54,5049,NA,V,6,F,RWD,,185,Yes,Forza,"415, 640, 485, 700",PDS,stock,N. America,U.S.,,,2,L,4,,,12.100,39.979,,110.9,208.4,504.7,0.70,0.69,27.879,11917,,,03-Jul-12,FH4,FM4,,,cu,,,,,,,DLC,,,,2,XBO,0
FALSE,2006 Hummer H1 Alpha,Hummer H1,,2006,Hummer,H1 Alpha,"Autoshow, WS",,,,Rare,,,"112,000",Pickups & 4x4s,Factory,354,D,4.2,2.4,2.9,2.0,2.5,8.6,300,520,8114,27.05,52,6599,T,V,8,F,AWD,,315,no,bars,"415, 475d, 640, 700V, 800, 850, 1750",none,eng,N. America,U.S.,,,5,L,4,,"DVG, OR, ?HH",13.000,45.000,17.033,120.4,154.8,400.0,0.79,0.78,32.000,11787,,05-Nov-21,14-Oct-11,FH5,FM4,,FH5,HTF,FM7,FH3,FM6,FH2,DLC,,FM4,,,,8,XBO,0
FALSE,2006 Hummer H1 Alpha Open Top,Hummer Open Top,,2006,Hummer,H1 Alpha Open Top,Exclusive,,,,Rare,,,"250,000",Offroad,Factory,382,D,5.1,5.0,5.4,4.1,6.5,,300,525,7558,25.19,50,6599,T,V,8,F,AWD,,315,no,bars,"415, 640, 700V, 850",none,eng,N. America,U.S.,,Yes,4,L,4,,HH,10.600,38.017,,113.9,222.8,483.7,0.82,0.82,27.417,11996,,,04-Dec-12,FH4,FH1,,,cu,,,,,,DLC,,,,,2,XBO,0
FALSE,1996 HSV GTSR,Holden GTSR '96,2582,1996,HSV,GTSR,Buy Cars Base,,,,Rare,,,"79,000",Sport Touring Classics,Factory,416,C,3.6,1.9,2.0,2.7,,,308,350,3591,11.66,56,5737,NA,V,8,F,RWD,,235,Both,Forza,"415, 425, 565, 640, 788, 825","TT, PDS",stock,Asia,Australia,Holden Commodore,,4,R,4,,,5.600,13.900,,158.4,186.8,440.0,0.86,0.91,8.300,12637,05-Oct-23,,06-Dec-16,FM,FH3,FM,,cu,FM7,DLC,,,,,,,,,4,XBO,1
FALSE,2023 Hyundai IONIQ 5 N,,3827,2023,Hyundai,IONIQ 5 N,Reward,FM Update 17,Challenge Hub,,,,,,Modern Hot Hatch,Factory,,A,,,,,,,,,,,,,,,,,,,,,,,,,Asia,Korea,,,,,,,,,,,,,,,,,,05-Mar-25,27-Jun-24,27-Jun-24,FM,FH5,R,cu,,,,,,,,,,,,2,XBO,1
FALSE,2022 Hyundai IONIQ 6,,,2022,Hyundai,IONIQ 6,Seasonal,,,,,,,,Super Saloons,Factory,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,Korea,,,,,,,,,,,,,,,,,,,,,FH5,FH5,,cu,,,,,,,,,,,,1,XBO,0
FALSE,2022 Hyundai Kona N,,,2022,Hyundai,Kona N,Seasonal,,,,,,,,Sports Utility Heroes,Factory,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,Korea,,,,,,,,,,,,,,,,,,,,,FH5,FH5,,cu,,,,,,,,,,,,1,XBO,0
FALSE,2022 Hyundai N Vision 74,,,2022,Hyundai,N Vision 74,Seasonal,,,,,,,,Track Toys,Factory,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,Korea,,,,,,,,,,,,,,,,,,,,,FH5,FH5,,cu,,,,,,,,,,,,1,XBO,0
FALSE,2022 Hyundai Elantra N,Elantra N '22,3862,2022,Hyundai,Elantra N,Buy Cars Base,FM Update 17,,,,,12-Mar-2025,"57,000",Modern Sport Compact,Factory,480,C,3.8,2.2,2.5,3.0,,,276,289,3296,11.94,64,2000,T,Inline,4,F,FWD,245/R19,245/R19,,"WB, Aftermarket","350, 375, 394, 475, 630",none,,Asia,Korea,,,4,L,4,,,5.300,12.683,13.800,167.2,110.5,287.1,1.11,1.08,7.383,,05-Mar-25,,05-Mar-25,FM,FM,S,,,,,,,,,,,,,1,XBO,1
FALSE,2021 Hyundai #98 Bryan Herta Autosport Elantra N,#98 Elantra,3676,2021,Hyundai,#98 Bryan Herta Autosport Elantra N,Buy Cars Base,FM Update 17,Challenge Hub,,,,,"259,000",Forza Touring Cars,Race,670,A,3.2,5.0,5.1,4.0,,,350,332,3120,8.91,59,2000,T,Inline,4,F,FWD,265,265,,Adjustable,none,none,,Asia,Korea,,,4,L,4,,,4.800,11.200,13.233,160.5,93.5,232.4,1.33,1.45,6.400,,10-Feb-25,02-May-24,02-May-24,FM,FH5,S,cu,,,,,,,,,,,,2,XBO,1
FALSE,2020 Hyundai #98 Bryan Herta Autosport Veloster N,#98 Veloster,3532,2020,Hyundai,#98 Bryan Herta Autosport Veloster N,Buy Cars Base,,,,,,21-Aug-2025,"265,000",Forza Touring Cars,Race,692,A,3.3,5.2,5.4,4.3,,,350,339,2899,8.28,59,1998,T,Inline,4,F,FWD,265/R18,265/R18,,Adjustable,none,none,,Asia,Korea,Hyundai Veloster,,3,L,4,,,4.417,10.200,12.617,162.5,98.7,240.4,1.35,1.49,5.783,13407,05-Oct-23,,05-Oct-23,FM,FM,FM,,,,,,,,,,,,,1,XBO,1
FALSE,2020 Hyundai i30 N,Hyundai i30 N,3678,2020,Hyundai,i30 N,Buy Cars Base,FM Update 17,,,,,19-Feb-2025,"54,000",Modern Hot Hatch,Factory,466,C,3.4,2.5,2.5,2.8,,,271,279,3150,11.62,63,1998,T,Inline,4,F,FWD,235/R19,235/R19,,Aftermarket,"212, 350, 375, 394, 475, 630",none,,Asia,Korea,,,5,L,4,,,6.000,14.900,13.567,163.6,108.7,282.9,1.10,1.09,8.900,,12-Feb-25,22-Feb-24,22-Feb-24,FM,FH5,S,cu,,,,,,,,,,,,2,XBO,1
FALSE,2019 Hyundai Veloster N,Veloster N '19,2872,2019,Hyundai,Veloster N,Buy Cars Base,,,,Epic,,,"54,000",Modern Hot Hatch,Factory,468,C,3.6,2.6,2.7,2.7,,,275,260,3106,11.29,64,1998,T,Inline,4,F,FWD,,235,no,Forza,"350, 375, 394I, 475, 630",none,eng,Asia,Korea,Hyundai Veloster,,3,L,4,,,6.218,15.119,13.817,165.6,135.3,347.6,0.91,0.91,8.901,12862,05-Oct-23,05-Nov-21,16-Jan-18,FM,FM7,FM,FH5,FH4,cu,,,,,,,,,,4,XBO,1
FALSE,2019 Hyundai Veloster N Forza Edition,Veloster FE '19,3802,2019,Hyundai,Veloster N Forza Edition,Buy Cars DLC,FM VIP,Gift w/DLC,,,,,"60,000",Modern Hot Hatch,Upgraded,497,C,2.8,3.3,3.5,2.6,,,276,261,3183,11.53,64,1998,T,Inline,4,F,FWD,235,235,,Adjustable,none,none,,Asia,Korea,Hyundai Veloster,,3,L,4,,,6.200,15.100,13.700,154.3,105.6,263.9,1.19,1.22,8.900,13408,05-Oct-23,,05-Oct-23,FM,FM,DLC,,,,,,,,,,,,,1,XBO,1
FALSE,2019 Hyundai Veloster Turbo,,,2019,Hyundai,Veloster Turbo,,,,,,,,,Modern Hot Hatch,Factory,381,D,5.6,4.4,4.6,6.5,,,201,195,2899,14.42,62,,T,Inline,4,F,FWD,,,,,,,eng,Asia,Korea,,,3,L,4,,,6.000,14.600,15.400,160.8,150.7,338.2,1.07,1.05,8.600,12863,,,16-Jan-18,FM7,FM7,,,,cu,,,,,,,,,,1,XBO,0
FALSE,2013 Hyundai Genesis Coupe,,,2013,Hyundai,Genesis Coupe,,,,,,,,,Sports,Factory,414,B,,,,,,,348,295,3563,10.24,,3800,NA,V,6,F,RWD,,,,,,,,Asia,Korea,,,3,L,4,,,,,,,,,,,,11971,,,23-Oct-12,FH1,FH1,,,,,,,,,FH1,,,,,1,360,0
FALSE,2013 Hyundai Genesis Coupe 3.8 Track,Hyundai Genesis,,2013,Hyundai,Genesis Coupe 3.8 Track,,,,,,,,,Asian Sports Cars,Factory,698,B,6.7,6.9,6.4,7.7,7.3,,348,295,3433,9.86,56,3778,NA,V,6,F,RWD,,,,,,,stock,Asia,Korea,,,2,L,4,,,5.300,13.200,,179.7,136.4,334.8,1.09,1.05,7.900,11928,,,07-Aug-12,FH3,FM4,,,,,FH3,FM6,FH2,FM5,,DLC,,,,5,XBO,0
FALSE,2013 Hyundai Veloster Turbo,Veloster Turbo,,2013,Hyundai,Veloster Turbo,,201201 Hyundai,,,,,,,Modern Hot Hatch,Factory,343,D,5.5,4.1,4.4,6.3,,,201,195,2767,13.77,64,,T,Inline,4,F,FWD,,,,,,,eng,Asia,Korea,,,3,L,4,,,7.500,20.000,14.983,145.9,150.6,342.8,1.06,1.00,12.500,11856,,,09-Jan-12,FM7,FM4,,,,FM7,,FM6,FH2,FM5,,cu,,,,5,XBO,0
FALSE,2011 Hyundai #67 Rhys Millen Racing Veloster,,,2011,Hyundai,#67 Rhys Millen Racing Veloster,,201201 Hyundai,,,,,,,Hatch,Race,693,S,,,,,,,500,600,2866,5.73,,,,,4,F,AWD,,,,,,,,Asia,Korea,,,3,L,4,,,3.100,,,147.1,,,,,,11855,,,09-Jan-12,FM4,FM4,,,,,,,,,,cu,,,,1,360,0
FALSE,2011 Hyundai ix20,,,2011,Hyundai,ix20,,,,,,,,,City,Factory,114,F,,,,,,,89,101,2795,31.40,,,,,4,F,FWD,,,,,,,,Asia,Korea,,,5,L,4,,,12.500,,,104.6,,,,,,11789,,,14-Oct-11,FM4,FM4,,,,,,,,,,FM4,,,,1,360,0
FALSE,2010 Hyundai Forza 3 Genesis Coup,,,2010,Hyundai,Forza 3 Genesis Coup,,,,,,,,,Coupe,Upgraded,856,R2,,,,,,,663,638,2400,3.62,,,,,,F,RWD,,,,,,,,Asia,Korea,,,,L,4,,,,,,,,,,,,11586,,,17-Nov-09,FM3,FM3,,,,,,,,,,,cu,,,1,360,0
FALSE,2010 Hyundai Forza Motorsport Genesis Coupe,,,2010,Hyundai,Forza Motorsport Genesis Coupe,,,,,,,,,SGT500,Race,859,R2,,,,,,,500,376,2400,4.80,,,,,8,F,RWD,,,,,,,,Asia,Korea,,,,L,4,,,3.700,,,172.0,,,,,,11788,,,14-Oct-11,FM4,FM4,,,,,,,,,,FM4,,,,1,360,0
FALSE,2010 Hyundai Genesis Coupe,,,2010,Hyundai,Genesis Coupe,,,,,,,,,Sports,Factory,411,C,,,,,,,306,266,3549,11.60,,,,,6,F,RWD,,,,,,,,Asia,Korea,,,,L,4,,,5.900,,,169.2,,,,,,11526,,,27-Oct-09,FM4,FM3,,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,2010 Hyundai HKS Genesis Coupe ,,,2010,Hyundai,HKS Genesis Coupe ,,,,,,,,,Coupe,Tuner,497,B,,,,,,,440,417,3512,7.98,,,,,4,F,RWD,,,,,,,,Asia,Korea,,,,L,4,,,4.800,10.217,,,,,,,,11587,,,17-Nov-09,FM3,FM3,,,,,,,,,,,cu,,,1,360,0
FALSE,2010 Hyundai Rhys Millen Racing Genesis Coupe,,,2010,Hyundai,Rhys Millen Racing Genesis Coupe,,,,,,,,,Super,Race,670,S,,,,,,,638,626,2665,4.18,,,,,6,F,RWD,,,,,,,,Asia,Korea,,,2,L,4,,,3.500,,,163.9,,,,,,11588,,,17-Nov-09,FM4,FM3,,,,,,,,,,FM4,cu,,,2,360,0
FALSE,2003 Hyundai Tiburon GT,,,2003,Hyundai,Tiburon GT,,,,,,,,,,Factory,,D3,,,,,,,,,,#DIV/0!,,,,,,F,FWD,,,,,,,,Asia,Korea,,,2,L,4,,,,,,,,,,,.000,11096,,,03-May-05,FM1,FM1,,,,,,,,,,,,,FM1,1,360,0
FALSE,2003 Hyundai Tuscani Elisa,,,2003,Hyundai,Tuscani Elisa,,,,,,,,,Sports,Factory,289,D,,,,,,,167,101,3050,18.26,,,,,6,F,FWD,,,,,,,,Asia,Korea,,,2,L,4,,,7.600,,,138.8,,,,,,11286,,,29-May-07,FM4,FM2,,,,,,,,,,FM4,FM3,FM2,,3,360,0
FALSE,2015 Infiniti Q60 Concept,Infiniti Q60,,2015,Infiniti,Q60 Concept,"Autoshow, WS",,,,Common,,,"50,000",Super Saloons,Factory,735,A,6.8,4.7,5.6,4.8,5.0,4.6,400,400,3650,9.13,55,3000,TT,V,6,F,RWD,,275,no,Preset / WB,415,none,eng,N. America,U.S.,,,2,L,4,,,4.012,9.100,12.600,187.4,125.4,306.2,0.95,0.98,5.088,12401,,05-Nov-21,05-Oct-15,FH5,FM6,,FH5,FH4,FM7,FH3,DLC,,,,,,,,5,XBO,0
FALSE,2014 Infiniti Q50 Eau Rouge,Infiniti Q50 '14,2166,2014,Infiniti,Q50 Eau Rouge,Buy Cars Base,,,,Rare,,,"123,000",Sport Luxury,Factory,663,A,7.3,2.9,2.6,4.8,,,560,442,4023,7.18,57,3800,TT,V,6,F,AWD,,255,Both,,"603, 630, 788",none,no,N. America,U.S.,,,4,L,4,,,3.800,8.617,11.333,210.9,162.5,370.9,0.91,0.93,4.817,12117,05-Oct-23,,12-Aug-14,FM,FM5,FM,,FH4,FM7,FH3,FM6,,cu,,,,,,6,XBO,1
FALSE,2014 Infiniti Q50S,,,2014,Infiniti,Q50S,,,,,,,,,Executive Sport,Factory,423,C,6.7,,4.3,7.2,9.5,,328,269,3675,11.20,40,3500,NA,V,6,F,RWD,,,,,,,stock,N. America,U.S.,,,4,L,4,,,2.850,5.470,,183.2,71.2,173.2,1.70,2.42,2.620,12118,,,12-Aug-14,FM5,FM5,,,,,,,,cu,,,,,,1,XBO,0
FALSE,2013 Infiniti #77 Schmidt Peterson Motorsports Dallara IPS Indy Lights,,,2013,Infiniti,#77 Schmidt Peterson Motorsports Dallara IPS Indy Lights,,,,,,,,,-,Race,423,C,6.7,4.3,4.3,7.2,7.6,,420,300,1530,3.64,55,3700,NA,V,8,M,RWD,,,,,,,stock,N. America,U.S.,,Yes,1,C,4,,,5.483,13.483,,176.3,117.5,296.2,1.07,1.04,8.000,12101,,,30-May-14,FM5,FM5,,,,,,,,DLC,,,,,,1,360,0
FALSE,2012 Infiniti IPL G Coupe,Infiniti IPL '12,1663,2012,Infiniti,IPL G Coupe,Buy Cars Base,,,,,,,"72,000",Modern Sport Touring,Factory,442,C,4.3,2.3,2.3,2.8,,,348,276,3718,10.68,54,3696,NA,V,6,F,RWD,,,,,"250, 415, 565, 630, 690, 788","TT, CS",stock,N. America,U.S.,Infiniti G,,2,L,4,,,5.418,12.918,13.550,170.7,140.3,349.7,1.08,1.05,7.500,11972,05-Oct-23,,23-Oct-12,FM,FH1,FM,,,FM7,FH3,FM6,,FM5,FH1,,,,,6,XBO,1
FALSE,2008 Infiniti G37 Coupe Sport,,,2008,Infiniti,G37 Coupe Sport,,,,,,,,,Sports,Factory,442,B,,,,,,,330,270,3668,11.12,,,,,6,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,5.300,,,179.1,,,,,,11527,,,27-Oct-09,FM4,FM3,,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,2003 Infiniti G35 Coupe,Infiniti G35 '03,350,2003,Infiniti,G35 Coupe,Buy Cars Base,,,,,,,"73,000",Sport Touring Classics,Factory,415,C,4.4,2.1,2.3,2.6,,,280,270,3435,12.27,53,3500,NA,V,6,F,RWD,,,,Aftermarket,"250, 415, 565, 630, 690, 788","TT, PDS, CS",stock,N. America,U.S.,Infiniti G,,2,L,4,,,6.100,14.919,14.600,175.0,135.2,344.2,1.08,1.04,8.819,11097,05-Oct-23,,03-May-05,FM,FM1,FM,,,FM7,,,,,,FM4,FM3,FM2,FM1,6,XBO,1
FALSE,1970 International Scout 800A,IH Scout 800A,,1970,International,Scout 800A,"Autoshow, WS",,,,Common,,,"40,000",Pickups & 4x4s,Factory,384,D,4.1,2.1,3.0,2.7,3.6,7.8,193,273,3615,18.73,56,4982,NA,V,8,F,AWD,,195,no,Bed,"415, 475d, 640, 700V, 850, 1750",PDS,stock,N. America,U.S.,,opt,2,L,4,,"DVG, AWW, ?WW",15.269,34.778,19.600,116.0,174.6,444.8,0.75,0.75,19.509,12643,,05-Nov-21,13-Dec-16,FH5,FH3,,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO,0
FALSE,2019 Italdesign DaVinci Concept,DaVinci,3320,2019,Italdesign,DaVinci Concept,DLC Autoshow,FH5 Italian Exotics,Gift w/DLC,,Rare,,,"150,000",GT Cars,Factory,809,S1,7.1,4.7,5.2,6.8,7.5,5.2,750,774,5071,6.76,49,0,E,E,E,M,AWD,,285,Both,Forza,none,none,E,Europe,Italy,,,2,L,4,,,5.700,9.826,,200.8,110.2,297.7,0.94,0.95,4.126,13381,,15-Aug-23,15-Aug-23,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2018 Italdesign Zerouno,ID Zerouno '18,,2018,Italdesign,Zerouno,Seasonal,,,,Legendary,,,"2,400,000",Hypercars,Factory,869,S1,7.6,8.0,7.7,9.2,8.9,4.9,602,413,3362,5.58,42,5204,NA,V,10,M,AWD,,305,Both,Sport,"700V, 750","TT, CS",stock,Europe,Italy,,,2,L,4,,HR,2.900,6.250,,210.9,87.0,201.2,1.24,1.43,3.350,13108,,05-Nov-21,27-Aug-19,FH5,FH4,,FH5,cu,,,,,,,,,,,2,XBO,0
FALSE,2020 Jaguar F-Type SVR,,,2020,Jaguar,F-Type SVR,Seasonal,,,,,,,,GT Cars,Factory,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,U.K.,,,,,,,,,,,,,,,,,,,,,FH5,FH5,,cu,,,,,,,,,,,,1,XBO,0
FALSE,2019 Jaguar XE SV Project 8,,,2019,Jaguar,XE SV Project 8,DLC,,,,,,,,Track Toys,Factory,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,U.K.,,,,,,,,,,,,,,,,,,,,,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2018 Jaguar I-PACE,Jaguar I-PACE,,2018,Jaguar,I-PACE,"Autoshow, WS",,,,Rare,,,"87,000",Sports Utility Heroes,Factory,705,A,4.5,3.7,4.9,4.5,4.7,5.8,394,513,4868,12.36,50,0,E,E,E,F,AWD,,255,Both,Forza,none,none,E,Europe,U.K.,,,4,L,4,,Heavy,4.500,13.000,,130.7,126.3,334.7,0.90,0.90,8.500,13154,,05-Nov-21,26-Aug-20,FH5,FH4,,FH5,cu,,,,,,,,,,,2,XBO,0
FALSE,2017 Jaguar F-PACE S,Jaguar F-PACE S,,2017,Jaguar,F-PACE S,"Autoshow, WS",,,,Common,,,"55,000",Sports Utility Heroes,Factory,674,B,6.0,3.8,5.0,5.4,4.8,6.5,380,332,4015,10.57,50,2995,PDS,V,6,F,AWD,,265,no,Preset / Offroad,"510, 300, 805",none,eng,Europe,U.K.,,,5,L,4,,,5.135,13.068,13.267,164.1,131.5,335.9,0.92,0.91,7.933,12638,,05-Nov-21,06-Dec-16,FH5,FH3,,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO,0
FALSE,2016 Jaguar F-TYPE Project 7,Jaguar Project 7,,2016,Jaguar,F-TYPE Project 7,"Accolade, WS",,Accolade,,Epic,,,"190,000",Track Toys,Factory,786,A,7.0,6.5,6.3,5.1,5.4,4.3,567,516,3571,6.30,53,5000,PDS,V,8,F,RWD,,295,no,Forza,"602, 700V, 750, 800",none,eng,Europe,U.K.,,Yes,2,L,4,,"OR, OT, ?BRG, SS",3.788,8.072,12.417,190.2,101.7,247.7,1.01,1.06,4.284,12447,,05-Nov-21,05-Apr-16,FH5,FM6,,FH5,FH4,FM7,FH3,DLC,,,,,,,,5,XBO,0
FALSE,2016 Jaguar F-TYPE Project 7 Forza Edition,Jaguar P7 FE,,2016,Jaguar,F-TYPE Project 7 Forza Edition,,,,,,,,,Sport Coupe,Upgraded,674,A,6.8,5.7,5.6,8.3,,,549,500,3488,6.35,53,,PDS,V,8,F,RWD,,,,,,,eng,Europe,U.K.,,Yes,2,L,4,,,3.800,8.116,,180.0,125.1,315.1,1.23,1.26,4.316,12805,,,29-Sep-17,FM7,FM7,,,,FE,,,,,,,,,,1,XBO,0
FALSE,2016 Jaguar F-TYPE Project 7 Horizon Edition,,,2016,Jaguar,F-TYPE Project 7 Horizon Edition,,,,,,,,,Extreme Track Toys,Upgraded,830,S1,7.2,9.1,7.5,8.3,8.0,,567,516,3571,6.30,53,5000,PDS,V,8,F,RWD,,S1,,,,,eng,Europe,U.K.,,Yes,2,L,4,,,,,,,,,,,.000,12590,,,23-Sep-16,FH3,FH3,,,,,HE,,,,,,,,,1,XBO,0
FALSE,2016 Jaguar F-TYPE Project 7 PreOrder,,,2016,Jaguar,F-TYPE Project 7 PreOrder,DLC promo,,,,,,,,Extreme Track Toys,Upgraded,900,S1,7.6,9.6,8.1,8.8,8.3,,567,516,2897,5.11,52,5000,,V,8,F,RWD,,,,,,,eng,Europe,U.K.,,Yes,2,L,4,,,3.800,8.100,,204.7,119.3,294.0,1.18,1.33,4.300,12591,,,23-Sep-16,FH3,FH3,,,,,DLC,,,,,,,,,1,XBO,0
FALSE,2015 Jaguar F-TYPE R Coupé,Jag. F-Type R 15,2162,2015,Jaguar,F-TYPE R Coupé,Buy Cars Base,,,,Rare,,,"124,000",Modern Sport Coupe,Factory,646,A,6.4,3.2,2.9,4.7,,,550,502,3638,6.61,52,5000,PDS,V,8,F,RWD,,295,no,,"565, 603, 630, 788",none,eng,Europe,U.K.,Jaguar F-Type,,2,L,4,,,3.588,7.686,11.800,205.1,104.2,255.7,0.97,1.01,4.098,12181,05-Oct-23,05-Nov-21,07-Oct-14,FM,FH2,FM,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,7,XBO,1
FALSE,2015 Jaguar F-TYPE R Coupe F&F Edition,Jaguar F-Type FF,,2015,Jaguar,F-TYPE R Coupe F&F Edition,,,,,,,,,Fast & Furious,Tuner,641,A,7.6,5.0,5.1,8.4,,,550,502,3638,6.61,52,,PDS,V,8,F,RWD,,295,,Forza,650,none,eng,Europe,U.K.,,,2,L,4,,,3.600,7.700,11.833,205.8,126.5,320.3,1.14,1.14,4.100,12806,,,29-Sep-17,FM7,FM7,,,,DLC,,,,,,,,,,1,XBO,0
FALSE,2015 Jaguar XE-S,Jaguar XE-S,,2015,Jaguar,XE-S,"Autoshow, WS",,,,Common,,,"57,000",Super Saloons,Factory,671,B,6.8,3.7,5.5,4.7,4.8,4.9,340,332,3787,11.14,53,2995,PDS,V,6,F,RWD,,265,Both,Forza,805,none,eng,Europe,U.K.,,,4,R,4,,,4.487,11.485,13.100,183.6,140.9,349.2,0.92,0.94,6.998,12669,,05-Nov-21,07-Mar-17,FH5,FH3,,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO,0
FALSE,2015 Jaguar XFR-S,Jag. XRF-S '15,2185,2015,Jaguar,XFR-S,Buy Cars Base,,,,Rare,,,"106,000",Sport Luxury,Factory,570,B,6.6,2.9,2.6,4.0,,,550,502,4380,7.96,54,5000,PDS,V,8,F,RWD,,295,no,,"565, 630, 788",none,eng,Europe,U.K.,,,5,R,4,,,3.887,9.085,12.550,204.6,133.0,331.5,0.94,0.96,5.198,12207,05-Oct-23,05-Nov-21,03-Mar-15,FM,FH2,FM,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,7,XBO,1
FALSE,2015 Jaguar XKR-S GT,Jag. XKR-S GT '15,2235,2015,Jaguar,XKR-S GT,Buy Cars Base,,,,Epic,,,"124,000",Modern Sport Touring,Factory,646,A,6.1,3.6,3.3,4.7,,,542,501,3977,7.34,54,5000,PDS,V,8,F,RWD,,305,Both,,"565, 603, 630, 788",none,eng,Europe,U.K.,,,2,L,4,,,4.114,8.616,11.967,196.2,104.5,252.4,0.98,1.04,4.502,12366,05-Oct-23,27-Jan-22,15-Sep-15,FM,FM6,FM,cu,HTF,FM7,FH3,FM6,,,,,,,,6,XBO,1
